
Agder,58.533697190544508,7.710662305515249,Fylke,Unknown,2023-04-14 00:34:09.016497,https://www.nrk.no/
Oslo,59.975392335668623,10.738759025694977,Fylke,Unknown,2023-04-14 00:34:09.016510,https://www.nrk.no/
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,Unknown,2023-04-14 00:34:09.016516,https://www.nrk.no/
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,Unknown,2023-04-14 00:34:09.016522,https://www.nrk.no/
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,Unknown,2023-04-14 00:34:09.016528,https://www.nrk.no/
Trøndelag,63.911749884246412,10.899119444670195,Fylke,Unknown,2023-04-14 00:34:09.016534,https://www.nrk.no/
Rogaland,59.035166461243975,5.868373444721857,Fylke,Unknown,2023-04-14 00:34:09.016539,https://www.nrk.no/
Innlandet,61.439147777644699,10.441060410553726,Fylke,Unknown,2023-04-14 00:34:09.016547,https://www.nrk.no/
Viken,60.043864112215608,9.972647764726981,Fylke,Unknown,2023-04-14 00:34:09.016552,https://www.nrk.no/
Nordland,67.123475111553162,13.908069345866942,Fylke,Unknown,2023-04-14 00:34:09.016557,https://www.nrk.no/
Vestland,60.912912622641649,5.969116966557067,Fylke,Unknown,2023-04-14 00:34:09.016562,https://www.nrk.no/
Nord,60.438027142271977,11.581759132661137,Kommune,Unknown,2023-04-14 00:34:09.016570,https://www.nrk.no/
Steinkjer,64.045422070519678,11.510178832349325,Kommune,Unknown,2023-04-14 00:34:09.016577,https://www.nrk.no/
Kristiansand,58.062980722847222,7.954644603607125,Kommune,Unknown,2023-04-14 00:34:09.016583,https://www.nrk.no/
Rana,66.411266669472809,14.487530944544879,Kommune,Unknown,2023-04-14 00:34:09.016589,https://www.nrk.no/
Surnadal,62.922601690745495,8.840135414950439,Kommune,Unknown,2023-04-14 00:34:09.016595,https://www.nrk.no/
Ringsaker,60.995633537469679,10.850702093274061,Kommune,Unknown,2023-04-14 00:34:09.016601,https://www.nrk.no/
Mo i Rana,66.311096899999995,14.138699100000000,town,Unknown,2023-04-14 00:34:09.016607,https://www.nrk.no/
Agder,58.533697190544508,7.710662305515249,Fylke,Unknown,2023-04-14 00:34:09.016613,https://www.nrk.no/nyheter/
Oslo,59.975392335668623,10.738759025694977,Fylke,Unknown,2023-04-14 00:34:09.016618,https://www.nrk.no/nyheter/
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,Unknown,2023-04-14 00:34:09.016622,https://www.nrk.no/nyheter/
