name,latitude,longitude,population,time_Date,gathered_Date,url
Sverige,59.6749712,14.5208584,10099,22:56-04/18-2023,2023-04-19 12:10:56.370861,https://www.nrk.no/urix/en-person-dod-og-flere-skadd-da-parkeringshus-kollapset-1.16379094
Norge,61.1529386,8.7876653,5421,22:56-04/18-2023,2023-04-19 12:10:56.370868,https://www.nrk.no/urix/en-person-dod-og-flere-skadd-da-parkeringshus-kollapset-1.16379094
Indonesia,-2.4833826,117.8902853,273524,Unknown,2023-04-19 12:10:56.370875,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Russland,64.6863136,97.7453061,145934,Unknown,2023-04-19 12:10:56.370881,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Japan,36.5748441,139.2394179,126476,Unknown,2023-04-19 12:10:56.370887,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Filippinene,12.7503486,122.7312101,109581,Unknown,2023-04-19 12:10:56.370893,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Storbritannia,54.7023545,-3.2765753,67886,Unknown,2023-04-19 12:10:56.370899,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Frankrike,46.603354,1.8883335,65274,Unknown,2023-04-19 12:10:56.370905,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Spania,39.3260685,-4.8379791,46755,Unknown,2023-04-19 12:10:56.370911,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Ukraina,49.4871968,31.2718321,43734,Unknown,2023-04-19 12:10:56.370917,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Senegal,14.4750607,-14.4529612,16744,Unknown,2023-04-19 12:10:56.370923,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Hellas,38.9953683,21.9877132,10423,Unknown,2023-04-19 12:10:56.370929,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Belarus,53.4250605,27.6971358,9449,Unknown,2023-04-19 12:10:56.370935,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Østerrike,47.59397,14.12456,9006,Unknown,2023-04-19 12:10:56.370941,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Bulgaria,42.6073975,25.4856617,6948,Unknown,2023-04-19 12:10:56.370948,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Norge,61.1529386,8.7876653,5421,Unknown,2023-04-19 12:10:56.370953,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Moldova,47.2879608,28.5670941,4034,Unknown,2023-04-19 12:10:56.370959,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Georgia,32.3293809,-83.1137366,3989,Unknown,2023-04-19 12:10:56.370965,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Armenia,40.7696272,44.6736646,2963,Unknown,2023-04-19 12:10:56.370971,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Kypros,34.9823018,33.1451285,1207,Unknown,2023-04-19 12:10:56.370977,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Malta,35.8885993,14.4476911,442,Unknown,2023-04-19 12:10:56.370983,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Island,64.9841821,-18.1059013,341,Unknown,2023-04-19 12:10:56.370989,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379267.1.16379267
Norge,61.1529386,8.7876653,5421,09:40-03/23-2023,2023-04-19 12:10:56.371002,https://www.nrk.no/osloogviken/leksefri-skole_-flere-laerere-i-moss-er-fortvilet-1.16329863
Norge,61.1529386,8.7876653,5421,19:28-04/15-2023,2023-04-19 12:10:56.371010,https://www.nrk.no/tromsogfinnmark/smapartier-fosser-fram-i-byene-1.16369921
Svalbard,78.7198519,20.3493328,,19:28-04/15-2023,2023-04-19 12:10:56.371016,https://www.nrk.no/tromsogfinnmark/smapartier-fosser-fram-i-byene-1.16369921
Russland,64.6863136,97.7453061,145934,19:25-04/18-2023,2023-04-19 12:10:56.371023,https://www.nrk.no/sapmi/ruvdnoprinsa-haakon-galleda-guovdageainnu-skuvlla-ja-sami-allaskuvlla-1.16377025
Ukraina,49.4871968,31.2718321,43734,19:25-04/18-2023,2023-04-19 12:10:56.371030,https://www.nrk.no/sapmi/ruvdnoprinsa-haakon-galleda-guovdageainnu-skuvlla-ja-sami-allaskuvlla-1.16377025
Norge,61.1529386,8.7876653,5421,19:25-04/18-2023,2023-04-19 12:10:56.371037,https://www.nrk.no/sapmi/ruvdnoprinsa-haakon-galleda-guovdageainnu-skuvlla-ja-sami-allaskuvlla-1.16377025
Norge,61.1529386,8.7876653,5421,09:08-04/19-2023,2023-04-19 12:10:56.371044,https://www.nrk.no/innlandet/streik-forer-til-mangel-pa-ol-og-drikkevarer-_-skaper-bekymring-i-bransjen-1.16378354
Russland,64.6863136,97.7453061,145934,Unknown,2023-04-19 12:10:56.371051,https://www.nrk.no/osloogviken/1.11610578#1.16355763.1.16355763
Norge,61.1529386,8.7876653,5421,Unknown,2023-04-19 12:10:56.371057,https://www.nrk.no/osloogviken/1.11610578#1.16355763.1.16355763
Norge,61.1529386,8.7876653,5421,12:45-04/17-2023,2023-04-19 12:10:56.371063,https://www.nrk.no/vestland/slik-rakar-streiken-vestland-1.16376571
Norge,61.1529386,8.7876653,5421,17:03-04/16-2023,2023-04-19 12:10:56.371069,https://www.nrk.no/rogaland/disse-tre-arbeiderne-er-villige-til-a-streike-lenge-1.16374655
Tyskland,51.1638175,10.4478313,83784,16:20-04/19-2023,2023-04-19 14:46:35.183636,https://www.nrk.no/vestland/skarpe-reaksjonar-pa-_verdsarv-skroting__-_-fullstendig-galimatias-1.16374275
Frankrike,46.603354,1.8883335,65274,16:20-04/19-2023,2023-04-19 14:46:35.183657,https://www.nrk.no/vestland/skarpe-reaksjonar-pa-_verdsarv-skroting__-_-fullstendig-galimatias-1.16374275
Italia,42.6384261,12.674297,60462,16:20-04/19-2023,2023-04-19 14:46:35.183665,https://www.nrk.no/vestland/skarpe-reaksjonar-pa-_verdsarv-skroting__-_-fullstendig-galimatias-1.16374275
Spania,39.3260685,-4.8379791,46755,16:20-04/19-2023,2023-04-19 14:46:35.183673,https://www.nrk.no/vestland/skarpe-reaksjonar-pa-_verdsarv-skroting__-_-fullstendig-galimatias-1.16374275
Nederland,52.2434979,5.6343227,17135,16:20-04/19-2023,2023-04-19 14:46:35.183681,https://www.nrk.no/vestland/skarpe-reaksjonar-pa-_verdsarv-skroting__-_-fullstendig-galimatias-1.16374275
Hellas,38.9953683,21.9877132,10423,16:20-04/19-2023,2023-04-19 14:46:35.183689,https://www.nrk.no/vestland/skarpe-reaksjonar-pa-_verdsarv-skroting__-_-fullstendig-galimatias-1.16374275
Danmark,55.670249,10.3333283,5792,16:20-04/19-2023,2023-04-19 14:46:35.183696,https://www.nrk.no/vestland/skarpe-reaksjonar-pa-_verdsarv-skroting__-_-fullstendig-galimatias-1.16374275
Norge,61.1529386,8.7876653,5421,16:20-04/19-2023,2023-04-19 14:46:35.183704,https://www.nrk.no/vestland/skarpe-reaksjonar-pa-_verdsarv-skroting__-_-fullstendig-galimatias-1.16374275
Danmark,55.670249,10.3333283,5792,16:29-04/19-2023,2023-04-19 14:46:35.183712,https://www.nrk.no/osloogviken/kvinne-i-40-arene-angrepet-av-fem-store-hunder-i-askim-1.16380046
Norge,61.1529386,8.7876653,5421,16:29-04/19-2023,2023-04-19 14:46:35.183719,https://www.nrk.no/osloogviken/kvinne-i-40-arene-angrepet-av-fem-store-hunder-i-askim-1.16380046
Norge,61.1529386,8.7876653,5421,16:37-04/19-2023,2023-04-19 14:46:35.183727,https://www.nrk.no/ytring/vi-kan-miste-fantasien-1.16376634
Sudan,14.5844444,29.4917691,43849,14:18-04/19-2023,2023-04-19 14:46:35.183736,https://www.nrk.no/urix/to-kvinner-domt-til-livstid-for-drap-i-sverige-1.16380032
Ukraina,49.4871968,31.2718321,43734,14:18-04/19-2023,2023-04-19 14:46:35.183743,https://www.nrk.no/urix/to-kvinner-domt-til-livstid-for-drap-i-sverige-1.16380032
Romania,45.9852129,24.6859225,19238,14:18-04/19-2023,2023-04-19 14:46:35.183750,https://www.nrk.no/urix/to-kvinner-domt-til-livstid-for-drap-i-sverige-1.16380032
Sverige,59.6749712,14.5208584,10099,14:18-04/19-2023,2023-04-19 14:46:35.183758,https://www.nrk.no/urix/to-kvinner-domt-til-livstid-for-drap-i-sverige-1.16380032
Norge,61.1529386,8.7876653,5421,14:18-04/19-2023,2023-04-19 14:46:35.183764,https://www.nrk.no/urix/to-kvinner-domt-til-livstid-for-drap-i-sverige-1.16380032
Storbritannia,54.7023545,-3.2765753,67886,14:02-04/19-2023,2023-04-19 14:46:35.183772,https://www.nrk.no/urix/ny-rettsrunde-i-london-for-45-aring-fra-drammen-_-tiltalt-i-grotesk-kastreringssak-1.16379622
Sudan,14.5844444,29.4917691,43849,14:02-04/19-2023,2023-04-19 14:46:35.183780,https://www.nrk.no/urix/ny-rettsrunde-i-london-for-45-aring-fra-drammen-_-tiltalt-i-grotesk-kastreringssak-1.16379622
Ukraina,49.4871968,31.2718321,43734,14:02-04/19-2023,2023-04-19 14:46:35.183788,https://www.nrk.no/urix/ny-rettsrunde-i-london-for-45-aring-fra-drammen-_-tiltalt-i-grotesk-kastreringssak-1.16379622
Romania,45.9852129,24.6859225,19238,14:02-04/19-2023,2023-04-19 14:46:35.183796,https://www.nrk.no/urix/ny-rettsrunde-i-london-for-45-aring-fra-drammen-_-tiltalt-i-grotesk-kastreringssak-1.16379622
Sverige,59.6749712,14.5208584,10099,14:02-04/19-2023,2023-04-19 14:46:35.183803,https://www.nrk.no/urix/ny-rettsrunde-i-london-for-45-aring-fra-drammen-_-tiltalt-i-grotesk-kastreringssak-1.16379622
Norge,61.1529386,8.7876653,5421,14:02-04/19-2023,2023-04-19 14:46:35.183811,https://www.nrk.no/urix/ny-rettsrunde-i-london-for-45-aring-fra-drammen-_-tiltalt-i-grotesk-kastreringssak-1.16379622
Irland,52.865196,-7.9794599,4938,14:02-04/19-2023,2023-04-19 14:46:35.183819,https://www.nrk.no/urix/ny-rettsrunde-i-london-for-45-aring-fra-drammen-_-tiltalt-i-grotesk-kastreringssak-1.16379622
Sudan,14.5844444,29.4917691,43849,14:08-04/19-2023,2023-04-19 14:46:35.183828,https://www.nrk.no/norge/advarer-ap-mot-a-vrake-bjornar-skjaeran-1.16379685
Ukraina,49.4871968,31.2718321,43734,14:08-04/19-2023,2023-04-19 14:46:35.183841,https://www.nrk.no/norge/advarer-ap-mot-a-vrake-bjornar-skjaeran-1.16379685
Mali,16.3700359,-2.2900239,20251,14:08-04/19-2023,2023-04-19 14:46:35.183848,https://www.nrk.no/norge/advarer-ap-mot-a-vrake-bjornar-skjaeran-1.16379685
Romania,45.9852129,24.6859225,19238,14:08-04/19-2023,2023-04-19 14:46:35.183854,https://www.nrk.no/norge/advarer-ap-mot-a-vrake-bjornar-skjaeran-1.16379685
Tsjad,15.6134137,19.0156172,16426,14:08-04/19-2023,2023-04-19 14:46:35.183861,https://www.nrk.no/norge/advarer-ap-mot-a-vrake-bjornar-skjaeran-1.16379685
Sverige,59.6749712,14.5208584,10099,14:08-04/19-2023,2023-04-19 14:46:35.183867,https://www.nrk.no/norge/advarer-ap-mot-a-vrake-bjornar-skjaeran-1.16379685
Danmark,55.670249,10.3333283,5792,14:08-04/19-2023,2023-04-19 14:46:35.183874,https://www.nrk.no/norge/advarer-ap-mot-a-vrake-bjornar-skjaeran-1.16379685
Norge,61.1529386,8.7876653,5421,14:08-04/19-2023,2023-04-19 14:46:35.183880,https://www.nrk.no/norge/advarer-ap-mot-a-vrake-bjornar-skjaeran-1.16379685
Danmark,55.670249,10.3333283,5792,16:01-04/19-2023,2023-04-19 14:46:35.183888,https://www.nrk.no/rogaland/stor-brann-ute-av-kontroll-i-sandnes-1.16380259
Norge,61.1529386,8.7876653,5421,16:01-04/19-2023,2023-04-19 14:46:35.183894,https://www.nrk.no/rogaland/stor-brann-ute-av-kontroll-i-sandnes-1.16380259
Indonesia,-2.4833826,117.8902853,273524,Unknown,2023-04-19 14:46:35.183902,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Russland,64.6863136,97.7453061,145934,Unknown,2023-04-19 14:46:35.183909,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Japan,36.5748441,139.2394179,126476,Unknown,2023-04-19 14:46:35.183916,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Filippinene,12.7503486,122.7312101,109581,Unknown,2023-04-19 14:46:35.183922,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Frankrike,46.603354,1.8883335,65274,Unknown,2023-04-19 14:46:35.183928,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Spania,39.3260685,-4.8379791,46755,Unknown,2023-04-19 14:46:35.183934,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Ukraina,49.4871968,31.2718321,43734,Unknown,2023-04-19 14:46:35.183940,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Senegal,14.4750607,-14.4529612,16744,Unknown,2023-04-19 14:46:35.183947,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Hellas,38.9953683,21.9877132,10423,Unknown,2023-04-19 14:46:35.183953,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Belarus,53.4250605,27.6971358,9449,Unknown,2023-04-19 14:46:35.183960,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Østerrike,47.59397,14.12456,9006,Unknown,2023-04-19 14:46:35.183966,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Bulgaria,42.6073975,25.4856617,6948,Unknown,2023-04-19 14:46:35.183974,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Norge,61.1529386,8.7876653,5421,Unknown,2023-04-19 14:46:35.183980,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Moldova,47.2879608,28.5670941,4034,Unknown,2023-04-19 14:46:35.183986,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Georgia,32.3293809,-83.1137366,3989,Unknown,2023-04-19 14:46:35.183992,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Kypros,34.9823018,33.1451285,1207,Unknown,2023-04-19 14:46:35.183999,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Malta,35.8885993,14.4476911,442,Unknown,2023-04-19 14:46:35.184006,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
Island,64.9841821,-18.1059013,341,Unknown,2023-04-19 14:46:35.184012,https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16379982.1.16379982
USA,39.7837304,-100.445882,331003,14:54-04/17-2023,2023-04-19 14:46:35.184064,https://www.nrk.no/mr/hos-mobelprodusenten-ekornes-i-sykkylven-streiker-390-arbeidere-for-forste-gang-siden-2.-verdenskrig-1.16376370
Danmark,55.670249,10.3333283,5792,14:54-04/17-2023,2023-04-19 14:46:35.184073,https://www.nrk.no/mr/hos-mobelprodusenten-ekornes-i-sykkylven-streiker-390-arbeidere-for-forste-gang-siden-2.-verdenskrig-1.16376370
Norge,61.1529386,8.7876653,5421,14:54-04/17-2023,2023-04-19 14:46:35.184081,https://www.nrk.no/mr/hos-mobelprodusenten-ekornes-i-sykkylven-streiker-390-arbeidere-for-forste-gang-siden-2.-verdenskrig-1.16376370
Danmark,55.670249,10.3333283,5792,13:11-03/28-2023,2023-04-19 14:46:35.184092,https://www.nrk.no/osloogviken/slik-skal-oslo-lose-krisen-med-ullern-helsehus-og-helsehusene-1.16353985
Norge,61.1529386,8.7876653,5421,13:11-03/28-2023,2023-04-19 14:46:35.184099,https://www.nrk.no/osloogviken/slik-skal-oslo-lose-krisen-med-ullern-helsehus-og-helsehusene-1.16353985
Danmark,55.670249,10.3333283,5792,22:03-04/19-2023,2023-04-20 00:30:13.367628,https://www.nrk.no/vestfoldogtelemark/etter-22-ar-fikk-de-beskjed-om-at-ferieparadiset-i-kragero-var-ulovlig-1.16369474
Norge,61.1529386,8.7876653,5421,22:03-04/19-2023,2023-04-20 00:30:13.367647,https://www.nrk.no/vestfoldogtelemark/etter-22-ar-fikk-de-beskjed-om-at-ferieparadiset-i-kragero-var-ulovlig-1.16369474
Norge,61.1529386,8.7876653,5421,22:58-04/19-2023,2023-04-20 00:30:13.367656,https://www.nrk.no/sport/misset-sin-forste-straffe-pa-to-ar-_-sa-skrev-erling-braut-haaland-igjen-historie-1.16380552
USA,39.7837304,-100.445882,331003,23:01-04/19-2023,2023-04-20 00:30:13.367665,https://www.nrk.no/urix/florida-forbyr-undervisning-om-seksuelle-minoriteter-1.16380408
Russland,64.6863136,97.7453061,145934,23:01-04/19-2023,2023-04-20 00:30:13.367673,https://www.nrk.no/urix/florida-forbyr-undervisning-om-seksuelle-minoriteter-1.16380408
Jemen,16.3471243,47.8915271,29826,23:01-04/19-2023,2023-04-20 00:30:13.367681,https://www.nrk.no/urix/florida-forbyr-undervisning-om-seksuelle-minoriteter-1.16380408
Burkina Faso,12.0753083,-1.6880314,20903,23:01-04/19-2023,2023-04-20 00:30:13.367688,https://www.nrk.no/urix/florida-forbyr-undervisning-om-seksuelle-minoriteter-1.16380408
Cuba,23.0131338,-80.8328748,11327,23:01-04/19-2023,2023-04-20 00:30:13.367695,https://www.nrk.no/urix/florida-forbyr-undervisning-om-seksuelle-minoriteter-1.16380408
Norge,61.1529386,8.7876653,5421,23:01-04/19-2023,2023-04-20 00:30:13.367701,https://www.nrk.no/urix/florida-forbyr-undervisning-om-seksuelle-minoriteter-1.16380408
Russland,64.6863136,97.7453061,145934,Unknown,2023-04-20 00:30:13.367709,https://www.nrk.no/nyheter/norsk-dramaserie-karet-til-arets-beste-i-cannes-1.16380645
Norge,61.1529386,8.7876653,5421,Unknown,2023-04-20 00:30:13.367715,https://www.nrk.no/nyheter/norsk-dramaserie-karet-til-arets-beste-i-cannes-1.16380645
Spania,39.3260685,-4.8379791,46755,20:58-04/19-2023,2023-04-20 00:30:13.367723,https://www.nrk.no/rogaland/under-koronapandemien-stod-folk-i-ko-for-a-skaffe-hund.-no-slit-jonny-med-a-selje-kvalpane-1.16373331
Danmark,55.670249,10.3333283,5792,20:58-04/19-2023,2023-04-20 00:30:13.367732,https://www.nrk.no/rogaland/under-koronapandemien-stod-folk-i-ko-for-a-skaffe-hund.-no-slit-jonny-med-a-selje-kvalpane-1.16373331
Norge,61.1529386,8.7876653,5421,20:58-04/19-2023,2023-04-20 00:30:13.367739,https://www.nrk.no/rogaland/under-koronapandemien-stod-folk-i-ko-for-a-skaffe-hund.-no-slit-jonny-med-a-selje-kvalpane-1.16373331
Mali,16.3700359,-2.2900239,20251,20:42-04/19-2023,2023-04-20 00:30:13.367748,https://www.nrk.no/nordland/nrk-svarer_-okonomiprofessor-seier-at-lonsoppgjeret-vil-paverke-andre-oppgjer-1.16380313
Danmark,55.670249,10.3333283,5792,20:42-04/19-2023,2023-04-20 00:30:13.367755,https://www.nrk.no/nordland/nrk-svarer_-okonomiprofessor-seier-at-lonsoppgjeret-vil-paverke-andre-oppgjer-1.16380313
Norge,61.1529386,8.7876653,5421,20:42-04/19-2023,2023-04-20 00:30:13.367762,https://www.nrk.no/nordland/nrk-svarer_-okonomiprofessor-seier-at-lonsoppgjeret-vil-paverke-andre-oppgjer-1.16380313
USA,39.7837304,-100.445882,331003,17:28-04/19-2023,2023-04-20 00:30:13.367770,https://www.nrk.no/norge/dette-er-bobla-som-gjor-solen-farlig-na-1.16379506
Russland,64.6863136,97.7453061,145934,17:28-04/19-2023,2023-04-20 00:30:13.367777,https://www.nrk.no/norge/dette-er-bobla-som-gjor-solen-farlig-na-1.16379506
Canada,61.0666922,-107.991707,37742,17:28-04/19-2023,2023-04-20 00:30:13.367783,https://www.nrk.no/norge/dette-er-bobla-som-gjor-solen-farlig-na-1.16379506
Jemen,16.3471243,47.8915271,29826,17:28-04/19-2023,2023-04-20 00:30:13.367790,https://www.nrk.no/norge/dette-er-bobla-som-gjor-solen-farlig-na-1.16379506
Burkina Faso,12.0753083,-1.6880314,20903,17:28-04/19-2023,2023-04-20 00:30:13.367796,https://www.nrk.no/norge/dette-er-bobla-som-gjor-solen-farlig-na-1.16379506
Cuba,23.0131338,-80.8328748,11327,17:28-04/19-2023,2023-04-20 00:30:13.367802,https://www.nrk.no/norge/dette-er-bobla-som-gjor-solen-farlig-na-1.16379506
Danmark,55.670249,10.3333283,5792,17:28-04/19-2023,2023-04-20 00:30:13.367808,https://www.nrk.no/norge/dette-er-bobla-som-gjor-solen-farlig-na-1.16379506
Norge,61.1529386,8.7876653,5421,17:28-04/19-2023,2023-04-20 00:30:13.367814,https://www.nrk.no/norge/dette-er-bobla-som-gjor-solen-farlig-na-1.16379506
Norge,61.1529386,8.7876653,5421,20:25-04/19-2023,2023-04-20 00:30:13.367821,https://www.nrk.no/sport/ellevilt-drama-i-malbonanza-_-lillestrom-avgjorde-langt-pa-overtid-1.16380451
Tyskland,51.1638175,10.4478313,83784,19:43-04/19-2023,2023-04-20 00:30:13.367829,https://www.nrk.no/nordland/xl/de-siste-dosdomte_-i-fredsdagane-i-1945-vart-kjell-_15_-slatt-i-hel-i-fengselet-1.16372397
Sverige,59.6749712,14.5208584,10099,19:43-04/19-2023,2023-04-20 00:30:13.367837,https://www.nrk.no/nordland/xl/de-siste-dosdomte_-i-fredsdagane-i-1945-vart-kjell-_15_-slatt-i-hel-i-fengselet-1.16372397
Norge,61.1529386,8.7876653,5421,19:43-04/19-2023,2023-04-20 00:30:13.367845,https://www.nrk.no/nordland/xl/de-siste-dosdomte_-i-fredsdagane-i-1945-vart-kjell-_15_-slatt-i-hel-i-fengselet-1.16372397
Danmark,55.670249,10.3333283,5792,21:41-04/19-2023,2023-04-20 00:30:13.367854,https://www.nrk.no/tromsogfinnmark/mdg-og-hoyre-krever-raskere-oppfolging-av-naturavtale-1.16373184
Norge,61.1529386,8.7876653,5421,21:41-04/19-2023,2023-04-20 00:30:13.367861,https://www.nrk.no/tromsogfinnmark/mdg-og-hoyre-krever-raskere-oppfolging-av-naturavtale-1.16373184
Danmark,55.670249,10.3333283,5792,18:12-04/19-2023,2023-04-20 00:30:13.367868,https://www.nrk.no/kultur/sakkyndig-vurdering-stotter-hilde-rod-larsen_-_-opptradt-uryddig-og-i-strid-med-praksis-1.16377019
Norge,61.1529386,8.7876653,5421,18:12-04/19-2023,2023-04-20 00:30:13.367876,https://www.nrk.no/kultur/sakkyndig-vurdering-stotter-hilde-rod-larsen_-_-opptradt-uryddig-og-i-strid-med-praksis-1.16377019
Frankrike,46.603354,1.8883335,65274,Unknown,2023-04-20 00:30:13.367885,"https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16380624,1.16380624"
Spania,39.3260685,-4.8379791,46755,Unknown,2023-04-20 00:30:13.367891,"https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16380624,1.16380624"
Hellas,38.9953683,21.9877132,10423,Unknown,2023-04-20 00:30:13.367897,"https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16380624,1.16380624"
Østerrike,47.59397,14.12456,9006,Unknown,2023-04-20 00:30:13.367903,"https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16380624,1.16380624"
Norge,61.1529386,8.7876653,5421,Unknown,2023-04-20 00:30:13.367910,"https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16380624,1.16380624"
Moldova,47.2879608,28.5670941,4034,Unknown,2023-04-20 00:30:13.367917,"https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16380624,1.16380624"
Georgia,32.3293809,-83.1137366,3989,Unknown,2023-04-20 00:30:13.367923,"https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16380624,1.16380624"
Kypros,34.9823018,33.1451285,1207,Unknown,2023-04-20 00:30:13.367929,"https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16380624,1.16380624"
Malta,35.8885993,14.4476911,442,Unknown,2023-04-20 00:30:13.367935,"https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16380624,1.16380624"
Island,64.9841821,-18.1059013,341,Unknown,2023-04-20 00:30:13.367941,"https://www.nrk.no/sport/sportsnyheter-1.14660227#1.16380624,1.16380624"
Russland,64.6863136,97.7453061,145934,20:24-04/19-2023,2023-04-20 00:30:13.367949,https://www.nrk.no/tromsogfinnmark/politikere-om-skyggekrigen-dokumentar-om-russiske-fiskefartoy-1.16379465
Sverige,59.6749712,14.5208584,10099,20:24-04/19-2023,2023-04-20 00:30:13.367956,https://www.nrk.no/tromsogfinnmark/politikere-om-skyggekrigen-dokumentar-om-russiske-fiskefartoy-1.16379465
Danmark,55.670249,10.3333283,5792,20:24-04/19-2023,2023-04-20 00:30:13.367963,https://www.nrk.no/tromsogfinnmark/politikere-om-skyggekrigen-dokumentar-om-russiske-fiskefartoy-1.16379465
Norge,61.1529386,8.7876653,5421,20:24-04/19-2023,2023-04-20 00:30:13.367970,https://www.nrk.no/tromsogfinnmark/politikere-om-skyggekrigen-dokumentar-om-russiske-fiskefartoy-1.16379465
Færøyene,61.8926,6.9118,49,20:24-04/19-2023,2023-04-20 00:30:13.367978,https://www.nrk.no/tromsogfinnmark/politikere-om-skyggekrigen-dokumentar-om-russiske-fiskefartoy-1.16379465
Svalbard,78.7198519,20.3493328,,20:24-04/19-2023,2023-04-20 00:30:13.368018,https://www.nrk.no/tromsogfinnmark/politikere-om-skyggekrigen-dokumentar-om-russiske-fiskefartoy-1.16379465
Danmark,55.670249,10.3333283,5792,17:32-04/19-2023,2023-04-20 00:30:13.368027,https://www.nrk.no/vestfoldogtelemark/ekspertene-svarer-pa-dine-sporsmal-om-vekt-og-kosthold-1.16376676
Norge,61.1529386,8.7876653,5421,17:32-04/19-2023,2023-04-20 00:30:13.368034,https://www.nrk.no/vestfoldogtelemark/ekspertene-svarer-pa-dine-sporsmal-om-vekt-og-kosthold-1.16376676
Russland,64.6863136,97.7453061,145934,21:20-04/19-2023,2023-04-20 00:30:13.368041,https://www.nrk.no/urix/demonstrerer-for-bedre-eldreomsorg_-_-folk-er-redde-1.16377200
Jemen,16.3471243,47.8915271,29826,21:20-04/19-2023,2023-04-20 00:30:13.368047,https://www.nrk.no/urix/demonstrerer-for-bedre-eldreomsorg_-_-folk-er-redde-1.16377200
Burkina Faso,12.0753083,-1.6880314,20903,21:20-04/19-2023,2023-04-20 00:30:13.368054,https://www.nrk.no/urix/demonstrerer-for-bedre-eldreomsorg_-_-folk-er-redde-1.16377200
Cuba,23.0131338,-80.8328748,11327,21:20-04/19-2023,2023-04-20 00:30:13.368060,https://www.nrk.no/urix/demonstrerer-for-bedre-eldreomsorg_-_-folk-er-redde-1.16377200
Norge,61.1529386,8.7876653,5421,21:20-04/19-2023,2023-04-20 00:30:13.368067,https://www.nrk.no/urix/demonstrerer-for-bedre-eldreomsorg_-_-folk-er-redde-1.16377200
USA,39.7837304,-100.445882,331003,18:50-04/19-2023,2023-04-20 00:30:13.368074,https://www.nrk.no/norge/unge-trener-mer-enn-for-1.16376706
Russland,64.6863136,97.7453061,145934,18:50-04/19-2023,2023-04-20 00:30:13.368080,https://www.nrk.no/norge/unge-trener-mer-enn-for-1.16376706
