name,latitude,longitude,type,published,gathered,url
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,20:30-04/24-2023,2023-04-25 00:31:26.962244,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,20:30-04/24-2023,2023-04-25 00:31:26.962253,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Trøndelag,63.911749884246412,10.899119444670195,Fylke,20:30-04/24-2023,2023-04-25 00:31:26.962261,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Rogaland,59.035166461243975,5.868373444721857,Fylke,20:30-04/24-2023,2023-04-25 00:31:26.962270,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Innlandet,61.439147777644699,10.441060410553726,Fylke,20:30-04/24-2023,2023-04-25 00:31:26.962278,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Viken,60.043864112215608,9.972647764726981,Fylke,20:30-04/24-2023,2023-04-25 00:31:26.962286,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Nordland,67.123475111553162,13.908069345866942,Fylke,20:30-04/24-2023,2023-04-25 00:31:26.962294,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Vestland,60.912912622641649,5.969116966557067,Fylke,20:30-04/24-2023,2023-04-25 00:31:26.962302,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Tønsberg,59.370889777551575,10.390892038800919,Kommune,20:30-04/24-2023,2023-04-25 00:31:26.962311,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Porsgrunn,59.108284739685978,9.754099552978120,Kommune,20:30-04/24-2023,2023-04-25 00:31:26.962319,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Larvik,59.055964444613664,10.009825683978752,Kommune,20:30-04/24-2023,2023-04-25 00:31:26.962328,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,20:30-04/24-2023,2023-04-25 00:31:26.962336,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,20:30-04/24-2023,2023-04-25 00:31:26.962344,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,20:30-04/24-2023,2023-04-25 00:31:26.962353,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Tønsberg,59.370889777551575,10.390892038800919,Kommune,20:30-04/24-2023,2023-04-25 00:31:26.962361,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Porsgrunn,59.108284739685978,9.754099552978120,Kommune,20:30-04/24-2023,2023-04-25 00:31:26.962370,https://www.nrk.no/vestfoldogtelemark/anmeldt-etter-dette_-ble-satt-inn-i-politibilen-_-fikk-hjelp-til-a-stikke-av-1.16385853
Agder,58.533697190544508,7.710662305515249,Fylke,16:27-04/24-2023,2023-04-25 00:31:26.962379,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Oslo,59.975392335668623,10.738759025694977,Fylke,16:27-04/24-2023,2023-04-25 00:31:26.962387,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,16:27-04/24-2023,2023-04-25 00:31:26.962409,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,16:27-04/24-2023,2023-04-25 00:31:26.962419,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,16:27-04/24-2023,2023-04-25 00:31:26.962428,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Trøndelag,63.911749884246412,10.899119444670195,Fylke,16:27-04/24-2023,2023-04-25 00:31:26.962436,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Rogaland,59.035166461243975,5.868373444721857,Fylke,16:27-04/24-2023,2023-04-25 00:31:26.962445,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Innlandet,61.439147777644699,10.441060410553726,Fylke,16:27-04/24-2023,2023-04-25 00:31:26.962453,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Viken,60.043864112215608,9.972647764726981,Fylke,16:27-04/24-2023,2023-04-25 00:31:26.962462,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Nordland,67.123475111553162,13.908069345866942,Fylke,16:27-04/24-2023,2023-04-25 00:31:26.962470,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Vestland,60.912912622641649,5.969116966557067,Fylke,16:27-04/24-2023,2023-04-25 00:31:26.962479,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Bø,68.718284996969587,14.195763338213883,Kommune,16:27-04/24-2023,2023-04-25 00:31:26.962487,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Strand,59.031843321787839,6.023107147512158,Kommune,16:27-04/24-2023,2023-04-25 00:31:26.962496,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Trøndelag,63.911749884246412,10.899119444670195,Fylke,16:27-04/24-2023,2023-04-25 00:31:26.962504,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Trøndelag,63.911749884246412,10.899119444670195,Fylke,16:27-04/24-2023,2023-04-25 00:31:26.962513,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Trøndelag,63.911749884246412,10.899119444670195,Fylke,16:27-04/24-2023,2023-04-25 00:31:26.962522,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Trøndelag,63.911749884246412,10.899119444670195,Fylke,16:27-04/24-2023,2023-04-25 00:31:26.962530,https://www.nrk.no/trondelag/xl/kvinner-utsettes-for-partnervold-etter-a-ha-forlatt-forholdet-_-foler-seg-svikta-av-systemet-1.16271080
Agder,58.533697190544508,7.710662305515249,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962542,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Oslo,59.975392335668623,10.738759025694977,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962549,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962557,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962565,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962573,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Trøndelag,63.911749884246412,10.899119444670195,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962581,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Rogaland,59.035166461243975,5.868373444721857,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962588,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Innlandet,61.439147777644699,10.441060410553726,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962596,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Viken,60.043864112215608,9.972647764726981,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962603,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Nordland,67.123475111553162,13.908069345866942,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962611,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Vestland,60.912912622641649,5.969116966557067,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962618,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Sarpsborg,59.279895003959339,11.160295870369433,Kommune,14:14-04/24-2023,2023-04-25 00:31:26.962627,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Fredrikstad,59.215920902593609,10.871904161116440,Kommune,14:14-04/24-2023,2023-04-25 00:31:26.962634,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Halden,59.086116252306979,11.492144735778032,Kommune,14:14-04/24-2023,2023-04-25 00:31:26.962643,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Drammen,59.709626124511423,10.166904323065197,Kommune,14:14-04/24-2023,2023-04-25 00:31:26.962650,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Oslo,59.975392335668623,10.738759025694977,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962658,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Viken,60.043864112215608,9.972647764726981,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962665,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Oslo,59.975392335668623,10.738759025694977,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962673,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Viken,60.043864112215608,9.972647764726981,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962680,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Oslo,59.975392335668623,10.738759025694977,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962687,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Viken,60.043864112215608,9.972647764726981,Fylke,14:14-04/24-2023,2023-04-25 00:31:26.962695,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Fredrikstad,59.215920902593609,10.871904161116440,Kommune,14:14-04/24-2023,2023-04-25 00:31:26.962702,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Drammen,59.709626124511423,10.166904323065197,Kommune,14:14-04/24-2023,2023-04-25 00:31:26.962722,https://www.nrk.no/osloogviken/seks-russ-med-forgiftningssymptomer-etter-russetreff-i-halden-1.16385115
Agder,58.533697190544508,7.710662305515249,Fylke,17:44-04/24-2023,2023-04-25 00:31:26.962731,https://www.nrk.no/urix/norges-ambassador-i-sudan_-_-det-har-vaert-et-helvete-pa-alle-mater-1.16385665
Oslo,59.975392335668623,10.738759025694977,Fylke,17:44-04/24-2023,2023-04-25 00:31:26.962739,https://www.nrk.no/urix/norges-ambassador-i-sudan_-_-det-har-vaert-et-helvete-pa-alle-mater-1.16385665
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,17:44-04/24-2023,2023-04-25 00:31:26.962746,https://www.nrk.no/urix/norges-ambassador-i-sudan_-_-det-har-vaert-et-helvete-pa-alle-mater-1.16385665
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,17:44-04/24-2023,2023-04-25 00:31:26.962754,https://www.nrk.no/urix/norges-ambassador-i-sudan_-_-det-har-vaert-et-helvete-pa-alle-mater-1.16385665
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,17:44-04/24-2023,2023-04-25 00:31:26.962762,https://www.nrk.no/urix/norges-ambassador-i-sudan_-_-det-har-vaert-et-helvete-pa-alle-mater-1.16385665
Trøndelag,63.911749884246412,10.899119444670195,Fylke,17:44-04/24-2023,2023-04-25 00:31:26.962770,https://www.nrk.no/urix/norges-ambassador-i-sudan_-_-det-har-vaert-et-helvete-pa-alle-mater-1.16385665
Rogaland,59.035166461243975,5.868373444721857,Fylke,17:44-04/24-2023,2023-04-25 00:31:26.962778,https://www.nrk.no/urix/norges-ambassador-i-sudan_-_-det-har-vaert-et-helvete-pa-alle-mater-1.16385665
Innlandet,61.439147777644699,10.441060410553726,Fylke,17:44-04/24-2023,2023-04-25 00:31:26.962785,https://www.nrk.no/urix/norges-ambassador-i-sudan_-_-det-har-vaert-et-helvete-pa-alle-mater-1.16385665
Viken,60.043864112215608,9.972647764726981,Fylke,17:44-04/24-2023,2023-04-25 00:31:26.962793,https://www.nrk.no/urix/norges-ambassador-i-sudan_-_-det-har-vaert-et-helvete-pa-alle-mater-1.16385665
Nordland,67.123475111553162,13.908069345866942,Fylke,17:44-04/24-2023,2023-04-25 00:31:26.962800,https://www.nrk.no/urix/norges-ambassador-i-sudan_-_-det-har-vaert-et-helvete-pa-alle-mater-1.16385665
Vestland,60.912912622641649,5.969116966557067,Fylke,17:44-04/24-2023,2023-04-25 00:31:26.962808,https://www.nrk.no/urix/norges-ambassador-i-sudan_-_-det-har-vaert-et-helvete-pa-alle-mater-1.16385665
Sør,60.223645867561061,11.753809128115085,Kommune,17:44-04/24-2023,2023-04-25 00:31:26.962815,https://www.nrk.no/urix/norges-ambassador-i-sudan_-_-det-har-vaert-et-helvete-pa-alle-mater-1.16385665
Nord,60.438027142271977,11.581759132661137,Kommune,17:44-04/24-2023,2023-04-25 00:31:26.962823,https://www.nrk.no/urix/norges-ambassador-i-sudan_-_-det-har-vaert-et-helvete-pa-alle-mater-1.16385665
Steinkjer,64.045422070519678,11.510178832349325,Kommune,17:44-04/24-2023,2023-04-25 00:31:26.962831,https://www.nrk.no/urix/norges-ambassador-i-sudan_-_-det-har-vaert-et-helvete-pa-alle-mater-1.16385665
Agder,58.533697190544508,7.710662305515249,Fylke,18:27-04/24-2023,2023-04-25 00:31:26.962839,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Oslo,59.975392335668623,10.738759025694977,Fylke,18:27-04/24-2023,2023-04-25 00:31:26.962847,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,18:27-04/24-2023,2023-04-25 00:31:26.962855,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,18:27-04/24-2023,2023-04-25 00:31:26.962864,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,18:27-04/24-2023,2023-04-25 00:31:26.962872,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Trøndelag,63.911749884246412,10.899119444670195,Fylke,18:27-04/24-2023,2023-04-25 00:31:26.962881,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Rogaland,59.035166461243975,5.868373444721857,Fylke,18:27-04/24-2023,2023-04-25 00:31:26.962889,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Innlandet,61.439147777644699,10.441060410553726,Fylke,18:27-04/24-2023,2023-04-25 00:31:26.962897,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Viken,60.043864112215608,9.972647764726981,Fylke,18:27-04/24-2023,2023-04-25 00:31:26.962905,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Nordland,67.123475111553162,13.908069345866942,Fylke,18:27-04/24-2023,2023-04-25 00:31:26.962913,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Vestland,60.912912622641649,5.969116966557067,Fylke,18:27-04/24-2023,2023-04-25 00:31:26.962921,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Bergen,60.359802393828737,5.370998003415741,Kommune,18:27-04/24-2023,2023-04-25 00:31:26.962929,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Førde,61.452175900000000,5.857172500000000,town,18:27-04/24-2023,2023-04-25 00:31:26.962937,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Vestland,60.912912622641649,5.969116966557067,Fylke,18:27-04/24-2023,2023-04-25 00:31:26.962945,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Vestland,60.912912622641649,5.969116966557067,Fylke,18:27-04/24-2023,2023-04-25 00:31:26.962953,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Vestland,60.912912622641649,5.969116966557067,Fylke,18:27-04/24-2023,2023-04-25 00:31:26.962961,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Bergen,60.359802393828737,5.370998003415741,Kommune,18:27-04/24-2023,2023-04-25 00:31:26.962969,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Førde,61.452175900000000,5.857172500000000,town,18:27-04/24-2023,2023-04-25 00:31:26.962977,https://www.nrk.no/vestland/bergenser-_46_-tilstar-nettovergrep-mot-over-40-barn---lot-som-han-var-en-ung-jente-1.16384872
Agder,58.533697190544508,7.710662305515249,Fylke,17:56-04/24-2023,2023-04-25 00:31:26.962986,https://www.nrk.no/urix/tucker-carlson-slutter-i-fox-news-1.16385882
Oslo,59.975392335668623,10.738759025694977,Fylke,17:56-04/24-2023,2023-04-25 00:31:26.962993,https://www.nrk.no/urix/tucker-carlson-slutter-i-fox-news-1.16385882
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,17:56-04/24-2023,2023-04-25 00:31:26.962999,https://www.nrk.no/urix/tucker-carlson-slutter-i-fox-news-1.16385882
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,17:56-04/24-2023,2023-04-25 00:31:26.963006,https://www.nrk.no/urix/tucker-carlson-slutter-i-fox-news-1.16385882
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,17:56-04/24-2023,2023-04-25 00:31:26.963014,https://www.nrk.no/urix/tucker-carlson-slutter-i-fox-news-1.16385882
Trøndelag,63.911749884246412,10.899119444670195,Fylke,17:56-04/24-2023,2023-04-25 00:31:26.963021,https://www.nrk.no/urix/tucker-carlson-slutter-i-fox-news-1.16385882
Rogaland,59.035166461243975,5.868373444721857,Fylke,17:56-04/24-2023,2023-04-25 00:31:26.963040,https://www.nrk.no/urix/tucker-carlson-slutter-i-fox-news-1.16385882
Innlandet,61.439147777644699,10.441060410553726,Fylke,17:56-04/24-2023,2023-04-25 00:31:26.963047,https://www.nrk.no/urix/tucker-carlson-slutter-i-fox-news-1.16385882
Viken,60.043864112215608,9.972647764726981,Fylke,17:56-04/24-2023,2023-04-25 00:31:26.963054,https://www.nrk.no/urix/tucker-carlson-slutter-i-fox-news-1.16385882
Nordland,67.123475111553162,13.908069345866942,Fylke,17:56-04/24-2023,2023-04-25 00:31:26.963060,https://www.nrk.no/urix/tucker-carlson-slutter-i-fox-news-1.16385882
Vestland,60.912912622641649,5.969116966557067,Fylke,17:56-04/24-2023,2023-04-25 00:31:26.963067,https://www.nrk.no/urix/tucker-carlson-slutter-i-fox-news-1.16385882
Nord,60.438027142271977,11.581759132661137,Kommune,17:56-04/24-2023,2023-04-25 00:31:26.963074,https://www.nrk.no/urix/tucker-carlson-slutter-i-fox-news-1.16385882
Steinkjer,64.045422070519678,11.510178832349325,Kommune,17:56-04/24-2023,2023-04-25 00:31:26.963080,https://www.nrk.no/urix/tucker-carlson-slutter-i-fox-news-1.16385882
Agder,58.533697190544508,7.710662305515249,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963088,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Oslo,59.975392335668623,10.738759025694977,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963095,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963102,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963109,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963116,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Trøndelag,63.911749884246412,10.899119444670195,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963123,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Rogaland,59.035166461243975,5.868373444721857,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963131,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Innlandet,61.439147777644699,10.441060410553726,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963137,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Viken,60.043864112215608,9.972647764726981,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963144,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Nordland,67.123475111553162,13.908069345866942,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963151,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Vestland,60.912912622641649,5.969116966557067,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963158,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Åsnes,60.650142377318367,12.167333464465377,Kommune,19:49-04/24-2023,2023-04-25 00:31:26.963165,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Hamar,60.950438394433448,11.143049171256868,Kommune,19:49-04/24-2023,2023-04-25 00:31:26.963173,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Innlandet,61.439147777644699,10.441060410553726,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963180,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Innlandet,61.439147777644699,10.441060410553726,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963187,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Innlandet,61.439147777644699,10.441060410553726,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963193,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Innlandet,61.439147777644699,10.441060410553726,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963200,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Innlandet,61.439147777644699,10.441060410553726,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963207,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Innlandet,61.439147777644699,10.441060410553726,Fylke,19:49-04/24-2023,2023-04-25 00:31:26.963214,https://www.nrk.no/innlandet/alvorlig-trafikkulykke-i-innlandet-1.16385977
Agder,58.533697190544508,7.710662305515249,Fylke,Unknown,2023-04-25 00:31:26.963222,https://www.nrk.no/nyheter/lo-stat-og-spekter-er-enige-i-de-sentrale-forhandlingene-for-over-50.000--1.16385851
Oslo,59.975392335668623,10.738759025694977,Fylke,Unknown,2023-04-25 00:31:26.963230,https://www.nrk.no/nyheter/lo-stat-og-spekter-er-enige-i-de-sentrale-forhandlingene-for-over-50.000--1.16385851
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,Unknown,2023-04-25 00:31:26.963237,https://www.nrk.no/nyheter/lo-stat-og-spekter-er-enige-i-de-sentrale-forhandlingene-for-over-50.000--1.16385851
