name,latitude,longitude,type,published,gathered,url
Agder,58.533697190544508,7.710662305515249,Fylke,05:57-04/25-2023,2023-04-25 12:10:52.091107,https://www.nrk.no/sport/skiskyttar-fekk-sjokk-av-vraking-_-legg-opp-om-han-ikkje-far-plass-pa-langrennslag-1.16383257
Oslo,59.975392335668623,10.738759025694977,Fylke,05:57-04/25-2023,2023-04-25 12:10:52.091115,https://www.nrk.no/sport/skiskyttar-fekk-sjokk-av-vraking-_-legg-opp-om-han-ikkje-far-plass-pa-langrennslag-1.16383257
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,05:57-04/25-2023,2023-04-25 12:10:52.091122,https://www.nrk.no/sport/skiskyttar-fekk-sjokk-av-vraking-_-legg-opp-om-han-ikkje-far-plass-pa-langrennslag-1.16383257
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,05:57-04/25-2023,2023-04-25 12:10:52.091129,https://www.nrk.no/sport/skiskyttar-fekk-sjokk-av-vraking-_-legg-opp-om-han-ikkje-far-plass-pa-langrennslag-1.16383257
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,05:57-04/25-2023,2023-04-25 12:10:52.091137,https://www.nrk.no/sport/skiskyttar-fekk-sjokk-av-vraking-_-legg-opp-om-han-ikkje-far-plass-pa-langrennslag-1.16383257
Trøndelag,63.911749884246412,10.899119444670195,Fylke,05:57-04/25-2023,2023-04-25 12:10:52.091145,https://www.nrk.no/sport/skiskyttar-fekk-sjokk-av-vraking-_-legg-opp-om-han-ikkje-far-plass-pa-langrennslag-1.16383257
Rogaland,59.035166461243975,5.868373444721857,Fylke,05:57-04/25-2023,2023-04-25 12:10:52.091153,https://www.nrk.no/sport/skiskyttar-fekk-sjokk-av-vraking-_-legg-opp-om-han-ikkje-far-plass-pa-langrennslag-1.16383257
Innlandet,61.439147777644699,10.441060410553726,Fylke,05:57-04/25-2023,2023-04-25 12:10:52.091160,https://www.nrk.no/sport/skiskyttar-fekk-sjokk-av-vraking-_-legg-opp-om-han-ikkje-far-plass-pa-langrennslag-1.16383257
Viken,60.043864112215608,9.972647764726981,Fylke,05:57-04/25-2023,2023-04-25 12:10:52.091167,https://www.nrk.no/sport/skiskyttar-fekk-sjokk-av-vraking-_-legg-opp-om-han-ikkje-far-plass-pa-langrennslag-1.16383257
Nordland,67.123475111553162,13.908069345866942,Fylke,05:57-04/25-2023,2023-04-25 12:10:52.091174,https://www.nrk.no/sport/skiskyttar-fekk-sjokk-av-vraking-_-legg-opp-om-han-ikkje-far-plass-pa-langrennslag-1.16383257
Vestland,60.912912622641649,5.969116966557067,Fylke,05:57-04/25-2023,2023-04-25 12:10:52.091182,https://www.nrk.no/sport/skiskyttar-fekk-sjokk-av-vraking-_-legg-opp-om-han-ikkje-far-plass-pa-langrennslag-1.16383257
Lillehammer,61.127905069342425,10.391054778984596,Kommune,05:57-04/25-2023,2023-04-25 12:10:52.091189,https://www.nrk.no/sport/skiskyttar-fekk-sjokk-av-vraking-_-legg-opp-om-han-ikkje-far-plass-pa-langrennslag-1.16383257
Agder,58.533697190544508,7.710662305515249,Fylke,Unknown,2023-04-25 12:10:52.091198,https://www.nrk.no/mat/biff-a-la-lindstrom-1.15658773
Oslo,59.975392335668623,10.738759025694977,Fylke,Unknown,2023-04-25 12:10:52.091203,https://www.nrk.no/mat/biff-a-la-lindstrom-1.15658773
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,Unknown,2023-04-25 12:10:52.091209,https://www.nrk.no/mat/biff-a-la-lindstrom-1.15658773
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,Unknown,2023-04-25 12:10:52.091215,https://www.nrk.no/mat/biff-a-la-lindstrom-1.15658773
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,Unknown,2023-04-25 12:10:52.091221,https://www.nrk.no/mat/biff-a-la-lindstrom-1.15658773
Trøndelag,63.911749884246412,10.899119444670195,Fylke,Unknown,2023-04-25 12:10:52.091227,https://www.nrk.no/mat/biff-a-la-lindstrom-1.15658773
Rogaland,59.035166461243975,5.868373444721857,Fylke,Unknown,2023-04-25 12:10:52.091233,https://www.nrk.no/mat/biff-a-la-lindstrom-1.15658773
Innlandet,61.439147777644699,10.441060410553726,Fylke,Unknown,2023-04-25 12:10:52.091239,https://www.nrk.no/mat/biff-a-la-lindstrom-1.15658773
Viken,60.043864112215608,9.972647764726981,Fylke,Unknown,2023-04-25 12:10:52.091244,https://www.nrk.no/mat/biff-a-la-lindstrom-1.15658773
Nordland,67.123475111553162,13.908069345866942,Fylke,Unknown,2023-04-25 12:10:52.091250,https://www.nrk.no/mat/biff-a-la-lindstrom-1.15658773
Vestland,60.912912622641649,5.969116966557067,Fylke,Unknown,2023-04-25 12:10:52.091256,https://www.nrk.no/mat/biff-a-la-lindstrom-1.15658773
Agder,58.533697190544508,7.710662305515249,Fylke,Unknown,2023-04-25 12:10:52.091264,https://www.nrk.no/nyheter/vapenhvile-i-kraft-i-sudan-1.16386173
Oslo,59.975392335668623,10.738759025694977,Fylke,Unknown,2023-04-25 12:10:52.091270,https://www.nrk.no/nyheter/vapenhvile-i-kraft-i-sudan-1.16386173
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,Unknown,2023-04-25 12:10:52.091276,https://www.nrk.no/nyheter/vapenhvile-i-kraft-i-sudan-1.16386173
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,Unknown,2023-04-25 12:10:52.091282,https://www.nrk.no/nyheter/vapenhvile-i-kraft-i-sudan-1.16386173
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,Unknown,2023-04-25 12:10:52.091288,https://www.nrk.no/nyheter/vapenhvile-i-kraft-i-sudan-1.16386173
Trøndelag,63.911749884246412,10.899119444670195,Fylke,Unknown,2023-04-25 12:10:52.091295,https://www.nrk.no/nyheter/vapenhvile-i-kraft-i-sudan-1.16386173
Rogaland,59.035166461243975,5.868373444721857,Fylke,Unknown,2023-04-25 12:10:52.091301,https://www.nrk.no/nyheter/vapenhvile-i-kraft-i-sudan-1.16386173
Innlandet,61.439147777644699,10.441060410553726,Fylke,Unknown,2023-04-25 12:10:52.091307,https://www.nrk.no/nyheter/vapenhvile-i-kraft-i-sudan-1.16386173
Viken,60.043864112215608,9.972647764726981,Fylke,Unknown,2023-04-25 12:10:52.091313,https://www.nrk.no/nyheter/vapenhvile-i-kraft-i-sudan-1.16386173
Nordland,67.123475111553162,13.908069345866942,Fylke,Unknown,2023-04-25 12:10:52.091319,https://www.nrk.no/nyheter/vapenhvile-i-kraft-i-sudan-1.16386173
Vestland,60.912912622641649,5.969116966557067,Fylke,Unknown,2023-04-25 12:10:52.091335,https://www.nrk.no/nyheter/vapenhvile-i-kraft-i-sudan-1.16386173
Sør,60.223645867561061,11.753809128115085,Kommune,Unknown,2023-04-25 12:10:52.091342,https://www.nrk.no/nyheter/vapenhvile-i-kraft-i-sudan-1.16386173
Agder,58.533697190544508,7.710662305515249,Fylke,Unknown,2023-04-26 00:31:51.056975,https://www.nrk.no/nyheter/japansk-romfartoy-har-trolig-krasjlandet-pa-manen-1.16387775
Oslo,59.975392335668623,10.738759025694977,Fylke,Unknown,2023-04-26 00:31:51.056991,https://www.nrk.no/nyheter/japansk-romfartoy-har-trolig-krasjlandet-pa-manen-1.16387775
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,Unknown,2023-04-26 00:31:51.056999,https://www.nrk.no/nyheter/japansk-romfartoy-har-trolig-krasjlandet-pa-manen-1.16387775
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,Unknown,2023-04-26 00:31:51.057006,https://www.nrk.no/nyheter/japansk-romfartoy-har-trolig-krasjlandet-pa-manen-1.16387775
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,Unknown,2023-04-26 00:31:51.057015,https://www.nrk.no/nyheter/japansk-romfartoy-har-trolig-krasjlandet-pa-manen-1.16387775
Trøndelag,63.911749884246412,10.899119444670195,Fylke,Unknown,2023-04-26 00:31:51.057022,https://www.nrk.no/nyheter/japansk-romfartoy-har-trolig-krasjlandet-pa-manen-1.16387775
Rogaland,59.035166461243975,5.868373444721857,Fylke,Unknown,2023-04-26 00:31:51.057029,https://www.nrk.no/nyheter/japansk-romfartoy-har-trolig-krasjlandet-pa-manen-1.16387775
Innlandet,61.439147777644699,10.441060410553726,Fylke,Unknown,2023-04-26 00:31:51.057036,https://www.nrk.no/nyheter/japansk-romfartoy-har-trolig-krasjlandet-pa-manen-1.16387775
Viken,60.043864112215608,9.972647764726981,Fylke,Unknown,2023-04-26 00:31:51.057043,https://www.nrk.no/nyheter/japansk-romfartoy-har-trolig-krasjlandet-pa-manen-1.16387775
Nordland,67.123475111553162,13.908069345866942,Fylke,Unknown,2023-04-26 00:31:51.057050,https://www.nrk.no/nyheter/japansk-romfartoy-har-trolig-krasjlandet-pa-manen-1.16387775
Vestland,60.912912622641649,5.969116966557067,Fylke,Unknown,2023-04-26 00:31:51.057056,https://www.nrk.no/nyheter/japansk-romfartoy-har-trolig-krasjlandet-pa-manen-1.16387775
Agder,58.533697190544508,7.710662305515249,Fylke,21:14-04/25-2023,2023-04-26 00:31:51.057063,https://www.nrk.no/norge/_martin_-_23_-tar-kokain-pa-fest-flere-ganger-i-uka_-_-en-del-av-kulturen-1.16387547
Oslo,59.975392335668623,10.738759025694977,Fylke,21:14-04/25-2023,2023-04-26 00:31:51.057070,https://www.nrk.no/norge/_martin_-_23_-tar-kokain-pa-fest-flere-ganger-i-uka_-_-en-del-av-kulturen-1.16387547
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,21:14-04/25-2023,2023-04-26 00:31:51.057078,https://www.nrk.no/norge/_martin_-_23_-tar-kokain-pa-fest-flere-ganger-i-uka_-_-en-del-av-kulturen-1.16387547
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,21:14-04/25-2023,2023-04-26 00:31:51.057085,https://www.nrk.no/norge/_martin_-_23_-tar-kokain-pa-fest-flere-ganger-i-uka_-_-en-del-av-kulturen-1.16387547
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,21:14-04/25-2023,2023-04-26 00:31:51.057093,https://www.nrk.no/norge/_martin_-_23_-tar-kokain-pa-fest-flere-ganger-i-uka_-_-en-del-av-kulturen-1.16387547
Trøndelag,63.911749884246412,10.899119444670195,Fylke,21:14-04/25-2023,2023-04-26 00:31:51.057101,https://www.nrk.no/norge/_martin_-_23_-tar-kokain-pa-fest-flere-ganger-i-uka_-_-en-del-av-kulturen-1.16387547
Rogaland,59.035166461243975,5.868373444721857,Fylke,21:14-04/25-2023,2023-04-26 00:31:51.057108,https://www.nrk.no/norge/_martin_-_23_-tar-kokain-pa-fest-flere-ganger-i-uka_-_-en-del-av-kulturen-1.16387547
Innlandet,61.439147777644699,10.441060410553726,Fylke,21:14-04/25-2023,2023-04-26 00:31:51.057116,https://www.nrk.no/norge/_martin_-_23_-tar-kokain-pa-fest-flere-ganger-i-uka_-_-en-del-av-kulturen-1.16387547
Viken,60.043864112215608,9.972647764726981,Fylke,21:14-04/25-2023,2023-04-26 00:31:51.057123,https://www.nrk.no/norge/_martin_-_23_-tar-kokain-pa-fest-flere-ganger-i-uka_-_-en-del-av-kulturen-1.16387547
Nordland,67.123475111553162,13.908069345866942,Fylke,21:14-04/25-2023,2023-04-26 00:31:51.057130,https://www.nrk.no/norge/_martin_-_23_-tar-kokain-pa-fest-flere-ganger-i-uka_-_-en-del-av-kulturen-1.16387547
Vestland,60.912912622641649,5.969116966557067,Fylke,21:14-04/25-2023,2023-04-26 00:31:51.057137,https://www.nrk.no/norge/_martin_-_23_-tar-kokain-pa-fest-flere-ganger-i-uka_-_-en-del-av-kulturen-1.16387547
Sør,60.223645867561061,11.753809128115085,Kommune,21:14-04/25-2023,2023-04-26 00:31:51.057144,https://www.nrk.no/norge/_martin_-_23_-tar-kokain-pa-fest-flere-ganger-i-uka_-_-en-del-av-kulturen-1.16387547
Grimstad,58.284567174837427,8.671992097586271,Kommune,21:14-04/25-2023,2023-04-26 00:31:51.057152,https://www.nrk.no/norge/_martin_-_23_-tar-kokain-pa-fest-flere-ganger-i-uka_-_-en-del-av-kulturen-1.16387547
Trysil,61.328135103093167,12.288802285974130,Kommune,21:14-04/25-2023,2023-04-26 00:31:51.057160,https://www.nrk.no/norge/_martin_-_23_-tar-kokain-pa-fest-flere-ganger-i-uka_-_-en-del-av-kulturen-1.16387547
Nordfjordeid,61.907680999999997,5.989138100000000,town,21:14-04/25-2023,2023-04-26 00:31:51.057168,https://www.nrk.no/norge/_martin_-_23_-tar-kokain-pa-fest-flere-ganger-i-uka_-_-en-del-av-kulturen-1.16387547
Agder,58.533697190544508,7.710662305515249,Fylke,Unknown,2023-04-26 00:31:51.057176,https://www.nrk.no/nyheter/ingen-tegn-til-forhandlingsvilje-i-sudan-1.16387779
Oslo,59.975392335668623,10.738759025694977,Fylke,Unknown,2023-04-26 00:31:51.057182,https://www.nrk.no/nyheter/ingen-tegn-til-forhandlingsvilje-i-sudan-1.16387779
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,Unknown,2023-04-26 00:31:51.057188,https://www.nrk.no/nyheter/ingen-tegn-til-forhandlingsvilje-i-sudan-1.16387779
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,Unknown,2023-04-26 00:31:51.057195,https://www.nrk.no/nyheter/ingen-tegn-til-forhandlingsvilje-i-sudan-1.16387779
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,Unknown,2023-04-26 00:31:51.057202,https://www.nrk.no/nyheter/ingen-tegn-til-forhandlingsvilje-i-sudan-1.16387779
Trøndelag,63.911749884246412,10.899119444670195,Fylke,Unknown,2023-04-26 00:31:51.057208,https://www.nrk.no/nyheter/ingen-tegn-til-forhandlingsvilje-i-sudan-1.16387779
Rogaland,59.035166461243975,5.868373444721857,Fylke,Unknown,2023-04-26 00:31:51.057215,https://www.nrk.no/nyheter/ingen-tegn-til-forhandlingsvilje-i-sudan-1.16387779
Innlandet,61.439147777644699,10.441060410553726,Fylke,Unknown,2023-04-26 00:31:51.057221,https://www.nrk.no/nyheter/ingen-tegn-til-forhandlingsvilje-i-sudan-1.16387779
Viken,60.043864112215608,9.972647764726981,Fylke,Unknown,2023-04-26 00:31:51.057228,https://www.nrk.no/nyheter/ingen-tegn-til-forhandlingsvilje-i-sudan-1.16387779
Nordland,67.123475111553162,13.908069345866942,Fylke,Unknown,2023-04-26 00:31:51.057234,https://www.nrk.no/nyheter/ingen-tegn-til-forhandlingsvilje-i-sudan-1.16387779
Vestland,60.912912622641649,5.969116966557067,Fylke,Unknown,2023-04-26 00:31:51.057240,https://www.nrk.no/nyheter/ingen-tegn-til-forhandlingsvilje-i-sudan-1.16387779
Agder,58.533697190544508,7.710662305515249,Fylke,17:03-04/25-2023,2023-04-26 00:31:51.057247,https://www.nrk.no/sport/i-nffs-arkiver-fant-de-den-aller-forste-haaland-vurderingen_-_-historisk-1.16373392
Oslo,59.975392335668623,10.738759025694977,Fylke,17:03-04/25-2023,2023-04-26 00:31:51.057254,https://www.nrk.no/sport/i-nffs-arkiver-fant-de-den-aller-forste-haaland-vurderingen_-_-historisk-1.16373392
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,17:03-04/25-2023,2023-04-26 00:31:51.057260,https://www.nrk.no/sport/i-nffs-arkiver-fant-de-den-aller-forste-haaland-vurderingen_-_-historisk-1.16373392
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,17:03-04/25-2023,2023-04-26 00:31:51.057268,https://www.nrk.no/sport/i-nffs-arkiver-fant-de-den-aller-forste-haaland-vurderingen_-_-historisk-1.16373392
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,17:03-04/25-2023,2023-04-26 00:31:51.057275,https://www.nrk.no/sport/i-nffs-arkiver-fant-de-den-aller-forste-haaland-vurderingen_-_-historisk-1.16373392
Trøndelag,63.911749884246412,10.899119444670195,Fylke,17:03-04/25-2023,2023-04-26 00:31:51.057282,https://www.nrk.no/sport/i-nffs-arkiver-fant-de-den-aller-forste-haaland-vurderingen_-_-historisk-1.16373392
Rogaland,59.035166461243975,5.868373444721857,Fylke,17:03-04/25-2023,2023-04-26 00:31:51.057326,https://www.nrk.no/sport/i-nffs-arkiver-fant-de-den-aller-forste-haaland-vurderingen_-_-historisk-1.16373392
Innlandet,61.439147777644699,10.441060410553726,Fylke,17:03-04/25-2023,2023-04-26 00:31:51.057335,https://www.nrk.no/sport/i-nffs-arkiver-fant-de-den-aller-forste-haaland-vurderingen_-_-historisk-1.16373392
Viken,60.043864112215608,9.972647764726981,Fylke,17:03-04/25-2023,2023-04-26 00:31:51.057342,https://www.nrk.no/sport/i-nffs-arkiver-fant-de-den-aller-forste-haaland-vurderingen_-_-historisk-1.16373392
Nordland,67.123475111553162,13.908069345866942,Fylke,17:03-04/25-2023,2023-04-26 00:31:51.057349,https://www.nrk.no/sport/i-nffs-arkiver-fant-de-den-aller-forste-haaland-vurderingen_-_-historisk-1.16373392
Vestland,60.912912622641649,5.969116966557067,Fylke,17:03-04/25-2023,2023-04-26 00:31:51.057356,https://www.nrk.no/sport/i-nffs-arkiver-fant-de-den-aller-forste-haaland-vurderingen_-_-historisk-1.16373392
Sande,62.279613966135571,5.318515671452649,Kommune,17:03-04/25-2023,2023-04-26 00:31:51.057363,https://www.nrk.no/sport/i-nffs-arkiver-fant-de-den-aller-forste-haaland-vurderingen_-_-historisk-1.16373392
Bryne,58.735525000000003,5.647818300000000,town,17:03-04/25-2023,2023-04-26 00:31:51.057371,https://www.nrk.no/sport/i-nffs-arkiver-fant-de-den-aller-forste-haaland-vurderingen_-_-historisk-1.16373392
Agder,58.533697190544508,7.710662305515249,Fylke,20:23-04/25-2023,2023-04-26 00:31:51.057378,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Oslo,59.975392335668623,10.738759025694977,Fylke,20:23-04/25-2023,2023-04-26 00:31:51.057385,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,20:23-04/25-2023,2023-04-26 00:31:51.057392,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,20:23-04/25-2023,2023-04-26 00:31:51.057400,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,20:23-04/25-2023,2023-04-26 00:31:51.057408,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Trøndelag,63.911749884246412,10.899119444670195,Fylke,20:23-04/25-2023,2023-04-26 00:31:51.057415,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Rogaland,59.035166461243975,5.868373444721857,Fylke,20:23-04/25-2023,2023-04-26 00:31:51.057422,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Innlandet,61.439147777644699,10.441060410553726,Fylke,20:23-04/25-2023,2023-04-26 00:31:51.057429,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Viken,60.043864112215608,9.972647764726981,Fylke,20:23-04/25-2023,2023-04-26 00:31:51.057436,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Nordland,67.123475111553162,13.908069345866942,Fylke,20:23-04/25-2023,2023-04-26 00:31:51.057443,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Vestland,60.912912622641649,5.969116966557067,Fylke,20:23-04/25-2023,2023-04-26 00:31:51.057450,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Bergen,60.359802393828737,5.370998003415741,Kommune,20:23-04/25-2023,2023-04-26 00:31:51.057458,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Herøy,66.114019142251294,11.632966988557387,Kommune,20:23-04/25-2023,2023-04-26 00:31:51.057465,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Hole,60.044852943708591,10.294729273084318,Kommune,20:23-04/25-2023,2023-04-26 00:31:51.057473,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Førde,61.452175900000000,5.857172500000000,town,20:23-04/25-2023,2023-04-26 00:31:51.057481,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Vestland,60.912912622641649,5.969116966557067,Fylke,20:23-04/25-2023,2023-04-26 00:31:51.057488,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,20:23-04/25-2023,2023-04-26 00:31:51.057495,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Vestland,60.912912622641649,5.969116966557067,Fylke,20:23-04/25-2023,2023-04-26 00:31:51.057503,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Vestland,60.912912622641649,5.969116966557067,Fylke,20:23-04/25-2023,2023-04-26 00:31:51.057510,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Bergen,60.359802393828737,5.370998003415741,Kommune,20:23-04/25-2023,2023-04-26 00:31:51.057517,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Førde,61.452175900000000,5.857172500000000,town,20:23-04/25-2023,2023-04-26 00:31:51.057524,https://www.nrk.no/vestland/hevdar-kommunen-provar-a-skjule-kva-som-skjedde-da-ho-blei-forbytt-som-baby-1.16369870
Agder,58.533697190544508,7.710662305515249,Fylke,15:29-04/25-2023,2023-04-26 00:31:51.057532,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Oslo,59.975392335668623,10.738759025694977,Fylke,15:29-04/25-2023,2023-04-26 00:31:51.057538,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,15:29-04/25-2023,2023-04-26 00:31:51.057545,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Møre og Romsdal,62.709912278943143,7.201969939935447,Fylke,15:29-04/25-2023,2023-04-26 00:31:51.057552,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Vestfold og Telemark,59.417662044070866,8.914348167088367,Fylke,15:29-04/25-2023,2023-04-26 00:31:51.057559,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Trøndelag,63.911749884246412,10.899119444670195,Fylke,15:29-04/25-2023,2023-04-26 00:31:51.057567,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Rogaland,59.035166461243975,5.868373444721857,Fylke,15:29-04/25-2023,2023-04-26 00:31:51.057574,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Innlandet,61.439147777644699,10.441060410553726,Fylke,15:29-04/25-2023,2023-04-26 00:31:51.057654,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Viken,60.043864112215608,9.972647764726981,Fylke,15:29-04/25-2023,2023-04-26 00:31:51.057667,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Nordland,67.123475111553162,13.908069345866942,Fylke,15:29-04/25-2023,2023-04-26 00:31:51.057674,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Vestland,60.912912622641649,5.969116966557067,Fylke,15:29-04/25-2023,2023-04-26 00:31:51.057681,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Nord,60.438027142271977,11.581759132661137,Kommune,15:29-04/25-2023,2023-04-26 00:31:51.057716,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Målselv,68.808330085274676,19.783761981807512,Kommune,15:29-04/25-2023,2023-04-26 00:31:51.057725,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Tromsø,69.744523696815563,18.630325054634508,Kommune,15:29-04/25-2023,2023-04-26 00:31:51.057734,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Midt,59.429840553102096,9.135408642107958,Kommune,15:29-04/25-2023,2023-04-26 00:31:51.057743,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Alta,70.014256568790699,23.220220219555088,Kommune,15:29-04/25-2023,2023-04-26 00:31:51.057751,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,15:29-04/25-2023,2023-04-26 00:31:51.057758,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,15:29-04/25-2023,2023-04-26 00:31:51.057765,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,15:29-04/25-2023,2023-04-26 00:31:51.057772,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Troms og Finnmark,69.987686441275571,23.443274091170696,Fylke,15:29-04/25-2023,2023-04-26 00:31:51.057780,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Tromsø,69.744523696815563,18.630325054634508,Kommune,15:29-04/25-2023,2023-04-26 00:31:51.057787,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
Alta,70.014256568790699,23.220220219555088,Kommune,15:29-04/25-2023,2023-04-26 00:31:51.057794,https://www.nrk.no/tromsogfinnmark/svensk-forskningsrakett-havnet-ved-en-feil-i-midt-troms-1.16387171
